channel_name,video_id,video_title,video_url,comment_id,author,likes,reply_count,is_reply,published_at,relevance_score,segment_tag,comment_text
Todd V,J_2WOOuf8kA,Why 97% of Men Descend into Low Value - Is This Happening to You Now?,https://youtu.be/J_2WOOuf8kA,UgzWqBvH8jL5TkYuvAh4AaABAg.9i1YMjuc3Sc9iv5TfWLyZc,@fuzzypanda1684,0,0,True,2022-11-27,7,General / Dating Struggle,"@kpapi4355 At this point I probably do care too much.  At first the constant rejection was motivating, I was learning what not to do and knew that I'd figure it out.

But now, any time I go out, my mind reminds me nonstop that last time was the 278th night I've gone out and gone home alone, and this will probably be the 278th night in a row that I'll go home alone.  Unfortunately, that puts pressure on the situation, so when 1am rolls around and surprise surprise, I have no girls wanting to leave with me or even dance with me, the desperation kicks in, which ensures that I'm going home alone.

Although I will say that for the first few hours those thoughts are not prevalent, as I truly do love being around people and my energy and charisma increase dramatically when I'm around people.  It's only when it starts getting late that those thoughts start kicking in.

Although now, it's hard to even get myself to go out, since I know there's a 99.9% chance I'll go home alone and that makes it very hard to want to go out.  Add on top of it the constant rejection I get when daygaming or talking to girls at my gym or in classes, and it's just a lot of negative thoughts that pop up.  And sadly, the evidence is on their side."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,UgyY-OVbzK5he5ESVkF4AaABAg,@RagnarFrunck,0,0,False,2018-08-09,7,Nice Guy / Approval-Seeking Pattern,"This comment is a half joke half serious musing. You have been forewarned. 

If you happen to be a young indecisive nice guy of a very particular variety: You're a neat and clean dresser. You are a bit precocious, like it's easier to talk and relate to older people than people your own age. Your parents just taught you alot of manners. You are however just that fearful or inconveniencing anyone like most other sorts of nice guys. 

Just start going to joints which bring in an older demography, people +10 years your age, at least. 

The thing is I got lots of, actually very forward attention from women in their thirties and up, but the problem is I didn't at the time even consider the idea. It hadn't seriously occured to me back then so I drew a complete blank in these situations, and instantly forget they even happened afterwards.
 
I could've just tagged along and had sex(I seriously doubt any of them were after anything more), all while letting my nice guy-problems rest unsolved for a bit. That was pretty stupid of me to miss out on."
Charisma on command,8NalcOPBXvs,Women are easily attracted to men who have these habits,https://youtu.be/8NalcOPBXvs,UgwjteMK9qg-sNlfw8l4AaABAg,@plumfun6750,635,33,False,2021-11-29,6,General / Dating Struggle,"Wow. This is like reliving my teenage years by having someone explain my ""unusual success with girls"" (and a few guys, by accident). Not a jock, decent looking, but short 5'5"", all the way up until graduation; where I finally just 'picked one' girl. (fun fact, that girl I dated for 10 years, married her, and our marriage ended almost 20 years after that when she died in hospital due to medical reasons (that was 2017). :(
..
Strange looking back and seeing ""Huh, so that's why I got all the chicks whenever I wanted one..."". 
..
Now, I'm 52, health issues and single unemployed (medical) father of an autistic daughter...so not sure how these things will work. Might have to give it a shot this summer. ;)"
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,Ugw8e3eWZCSn-aWyZKp4AaABAg,@GeneralizedAbstractNonsense,464,57,False,2025-08-28,6,General / Dating Struggle,"My middle brother is 52. He's single, unemployed, surfs a ton, parties, and actually lives in a van with his dog. He has also picked up hundreds of women. From 20 to 50, they love him because he's fun, funny, and it pisses them off that he just doesn't care...about them. My other brother is 41. He's single, employed, highly educated, attentive, and clearly desperate. He's had 4 girlfriends who couldn't get away fast enough. Moral of the story? Treat 'em mean, keep 'em keen. Well, not mean, but you get the point."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,UgxSb25m7PnEthspc9R4AaABAg,@samus323,28,4,False,2018-08-09,6,Nice Guy / Approval-Seeking Pattern,"I believed the ""Nice Guy vs. Bad Guy"" trope for a while, and this video helped me realize why I'm stuck in the nice guy category. What helped me a lot was Mark Manson's books and writing online. I still struggle a lot with confidence and not hesitating, but I've improved in other areas. The saying ""you can't love someone else until you love yourself"" kind of relates here. I have low self esteem, low confidence--you can basically tell by looking at my posture and behavior that I am not happy and not confident. That's something I need to improve. 

I really appreciate your videos. I think delving more into how to develop confidence and how to have the confidence to not hesitate would be helpful. I think that is the toughest thing to overcome out of every point you made. How to be optimistic about your chances rather than going into a date assuming that she won't like you."
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,UgxVg2O1vPurTivdhCF4AaABAg,@Jacjmurph3ysm3athook,8,8,False,2025-08-18,6,Career-First Late Bloomer,"Im attractive. Ive been with many people. In very good shape. But i dont have tattoos or a cool car. Have an average job. Im nice. Just started online dating. Every girl i talk to is talking to 20 guys all day long. Full access. The amount of effort is insane. The amount of pressure to preform just being fun and funny in person is insane. I dont even get dates. Im giving up for a 3-5 years and just going to work, save money, and focus on my career. Im 36 havent been single in a decade. This is in chicago by the way in pheonix arizona i got 6 dates in thr week i was there."
Todd V,J_2WOOuf8kA,Why 97% of Men Descend into Low Value - Is This Happening to You Now?,https://youtu.be/J_2WOOuf8kA,UgwXHOAQxGRjx3iADQR4AaABAg,@subzero5853,7,0,False,2020-07-30,6,General / Dating Struggle,"When I entered high school, I wasn't popular or anything, but I became close friends with this girl who liked me throughout grade 9. Looking back, I see how she dissuaded me from persuing popularity and other girls through shit tests and getting me afraid of embarrassing myself, eventhough deep down I knew that if I persued popularity and other girls, I would be successful (after a learning curve). She reinforced the part of me that wanted to remain comfortable and went against the part of me that was a risk taker, and it is fully my fault for trusting her opinions over mine. I never realized that what she did was shit test until now.

Never trust anyone elses opinions over yours, live your life on your own decisions because if you don't, youll be like me constantly thinking back and wondering what if"
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,UgxLfs04ISdhr5tztxd4AaABAg,@georgewilliams8448,3,4,False,2018-08-10,6,Nice Guy / Approval-Seeking Pattern,"I have to disagree based on personal experience. I was a ""nice  guy"" and was alone. I got tired of being alone so resolved to become a ""bad boy"".  And did and wasn't alone anymore.  And my appearance didn't change as I had always presented myself well with good fitting clothes and good grooming. So the only thing that I changed was my attitude;I started projecting the attitude that ""I don't care what you want"" and women asked me out and bought me drinks. So again I state that"" nice guys finish last"" is not a myth. I may have used the word rape out of context what I wanted to get across is since there's no danger from a ""nice guy"" women want a little danger even though they may not consciously admit it!"
Charisma on command,NzVrmGjsGWo,How To Spark Interest In Every Conversation,https://youtu.be/NzVrmGjsGWo,Ugza-xFOmjsaUSq-nNp4AaABAg,@Okkara-q3b,1,0,False,2023-07-03,6,Career-First Late Bloomer,"What is the one truth that has always remained constant throughout your career?

During my MBA program, we reviewed a damning study about our own field.

Researchers studied how likely a college student was to return a dropped wallet — based on their major.

Can you guess who was the least likely to return it?

Finance and business students.

Years earlier, I graduated college with this misguided idea that a good degree and hard work would make me invincible. Everyone would hire me. I’d get a raise every year. All it takes is a company downsizing or a manager that doesn’t like you.

Our pay and job security are tied directly to how many other people are willing to do our job. This isn’t an opinion. It’s Economics 101. Business students (and eventual leaders) are indoctrinated to think with a cold and calculating aim toward the bottom line.

You can either make yourself indispensable to a company. Or you pick up skills and qualifications that make other companies want you more. Otherwise, plan on getting yanked around and lowballed. As an extreme example, my friend skipped college and worked his way up to senior-level tech support with a camera company.

At 39, his company went belly up. Now, he’s out of the job with marginally transferrable skills.

Few things are more important for your career than investing in yourself."
Charisma on command,NzVrmGjsGWo,How To Spark Interest In Every Conversation,https://youtu.be/NzVrmGjsGWo,UgxvTqpjrg_Dycwq8054AaABAg,@Okkara-q3b,1,0,False,2023-07-03,6,General / Dating Struggle,"What are the manipulative techniques/tricks of manipulative people in each MBTI type?

ESFP: denial, selective inattention, humor, feigning confusion, feigning innocence, minimization, exaggeration. Their language will distort the truth when they try to persuade people; and when they commit a wrong, they may try to get out of it either by playing it down or claiming that they never meant any harm to begin with.
ESTP: lying, shaming, provocation, feigning innocence, humor, minimization, exaggeration. They may lie to cover their tracks. To establish dominance they will use shaming language; and to escape consequences for their actions, they will play down their abuse, or re-frame it as a joke. At worst, they will deliberately gaslight the victim.
ESTJ: intimidation, shaming, provocation, vilifying the victim. Their go-to tactic is intimidation, but they may shame victims; and they may even taunt their victims when they are in a position of powerlessness. Their tactics are not as versatile, but they come off strong.
ESFJ: flattery, splitting, smear campaigns, triangulation, poisoning the well, reinforcement, the silent treatment. They may dole out flattery to win some influence with the victim; but they also have a tendency to gush with genuine compliments to reward behavior they deem appropriate (positive reinforcement). They may launch smear campaigns to try to isolate the victim and harm their reputation; then follow up by communicating their demands through the victim’s friends (triangulation), or at worst pit their own friends against them (splitting).
ISFP: secrecy, playing the victim role, guilt-tripping, the silent treatment. They are usually not very manipulative, but they can be persuasive. Their manipulation usually centers around their own impression management, and concealing information; they’re the mostly likely to say “I don’t want to talk about it”. If they are artists, they may try to sublimate their messages into their art. They may be deliberately obscure in their communication to frustrate their opponent into leaving them alone.
ISTP: selective inattention, the silent treatment, feigning confusion, secrecy, denial, lying, minimization. Their manipulation is defined by their non-responsiveness to criticism. If their behavior causes problems and others point it out, they may simply ignore these remarks. They may pretend as if their behavioral problems do not exist.
ISTJ: avoidance, the silent treatment, shaming, guilt-tripping. They are probably the least manipulative of all types. They could learn any kind of manipulation tactic and use it ruthlessly, but they are not naturally drawn to any tactic in particular. They are prone to social policing every now and then, in which event they may use language to shame or guilt-trip those who do not conform to their ideals. In most situations in which they feel threatened, they are more likely to detach altogether than employ a manipulation tactic.
ISFJ: playing the servant role, guilt-tripping, shaming, self-victimization passive aggressiveness, reciprocity. They may act like they are there to help the victim so as to gain trust, then use their newfound influence to try to change the victim; or they may do something nice, then extort the victim’s sense of reciprocity to emotionally bribe them. They are also prone to guilt trips.
ENFP: humor, distraction, poisoning the well, self-victimization, flattery. They usually don’t manipulate, but they are capable of any emotional manipulation tactic. They tend to defuse criticism with humor. Their main tactic is distraction—because they are normally so unfocused, their attempts at changing the focus of attention often fly under the radar.
ENTP: provocation, humor, shaming, exaggeration, minimization, rationalization. Their tactics are geared toward trolling. They are experts at provoking the anger of their victims to disarm of them of their logical faculties; they then argue their opponent into circles, then use humor to win the favor of their audience. To further absolve themselves of responsibility, they may offer a twisted justification for their behavior—e.g. that they were doing the victim a favor by challenging the victim’s beliefs.
ENFJ: flattery, playing the servant role, triangulation, humor, vilifying the victim, poisoning the well, smear campaigns. Woe to anyone who makes a true enemy of this type. Most of the time, their manipulation is benign, and they justify it by claiming to help the victim. At the absolute worst, they can isolate the victim from friends, convincing them that the victim is the problem, then stage an “intervention” on the victim’s behalf.
ENTJ: intimidation, provocation, rationalization, vilifying the victim. They don’t rely on manipulation tactics as much as charisma; they use persuasive language and rhetoric, and they naturally project confidence. They take initiative to maneuver into a position of power, where they have less need for such tactics. They may employ tactics to maneuver into that position or to maintain it—such as intimidating their opponents, or provoking them such that they lose composure—however they tend to dispense with these once they are in power.
INFP: self-victimization, projecting the blame, guilt-tripping, shaming. They normally will not manipulate, but if they do it usually has a moral element. They are masters at playing the victim. For anything that may be wrong with them, they have the uncanny ability to displace the blame onto something else—usually society, or their opponent.
INTP: avoidance, selective inattention, rationalization, self-victimization. They are usually not motivated to manipulate. If they are threatened, they will usually withdraw or ignore their opponent. They can usually offer a justification for their behavior. Sometimes they will play the victim role to get others on their side, but sadly this position is justified more often than not.
INTJ: rationalization, distraction, secrecy, triangulation, lying, avoidance, intimidation. This type has an extraordinary potential for manipulation (which may or may not be actualized) because they possess Ni. They can rationalize anything, including their opponent’s behavior. They can usually tell where a conversation is going and can divert it long before it arrives there. It is possible for them to manipulate circumstances without their opponent even realizing they exist—they are the most likely to conspire against their opponents, while at the same time avoiding a direct confrontation with them. They also possess the death glare, which avails them of some intimidation.
INFJ: distraction, secrecy, avoidance, humor, flattery. This type is said to be among the most potent manipulators, because they possess Ni. They typically use covert tactics in a conversational setting. Their favorite is to steer the conversation using questions, keeping the focus of attention on their interlocutor while remaining secretive about themselves. Under the guise of curiosity, in a sort of “unstructured” interview, they lead their opponent to a predetermined conclusion. They may defuse conflict with humor, and instill a sense of trustworthiness by doling out compliments."
Charisma on command,NzVrmGjsGWo,How To Spark Interest In Every Conversation,https://youtu.be/NzVrmGjsGWo,UgwbqN5V8cYYcTRd5fB4AaABAg,@Okkara-q3b,1,0,False,2023-07-03,6,Career-First Late Bloomer,"What are the most important soft skills to have?
The ability to understand people's motivations.

If you don't understand people, they become arbitrary. You'll live in a world where people screw you over for no reason, and you'll waste a lot of energy being angry and depressed. You might also think people's actions have something to do with you when they don't. This will mess with your self-image and hinder your interactions with other people.

You'll have a lot of trouble resolving conflicts because good conflict resolution requires both parties to see the other person's side. This will cause you to lose friends and put you at a disadvantage in your career. It also makes people hate you.

I would like to add to this excellent answer, that we humans evolved these big brains for social communication. Reading other humans' intentions and motivations, in other words, predicting people's behaviors, is crucial to our success as a species and as groups and individuals.

I would suggest that the only way you can understand other people's motivations is through being clear about your own motivations first. It's hard to really see through the fog of your own hidden agenda - if it's kept hidden.

I find this to be true. As The Oracle said in ""The Matrix: Reloaded"", ""We can never see past the decisions we don't understand.""

After I figure out what someone wants, how badly they want it, and why, I can usually tell what they are going to do to a degree that alarms a lot of people.

As Francis Bacon once said, ""Knowledge is power."""
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,Ugxnf4haaCjZtoYKLpN4AaABAg.8ji0lHkbWst8jiWCGCYffL,@1JarzaK,1,0,True,2018-08-09,6,Nice Guy / Approval-Seeking Pattern,"Avadrea Being friends with someone that just rejected you will simply not work, unless know her/him for a short time or dont care (wont work with most of the ""nice guys""). Most of the ppl that fall into a group mentioned in the video will gather courage to ask you for so long, that they develop crush for their ""target"" and hanging out after rejection will cause too much pain for them, so they prefer to slowly (suddenly, if they are the ultimate combo of ""Nice Guys"" + assholes, but not that kind of assholes from video) cut contact, to avoid going insane. It simply safer for them until they learn to not care, if they ever do (source: myself)."
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,UgxfWG1Ea12o9ddlr5F4AaABAg,@81mccabe58,0,0,False,2025-09-08,6,General / Dating Struggle,"Money thing is all nonsense,  before I was married I was living in LA from Scotland and I lost my visa, I had absolutely no money for about 2 years and all I did was date constantly and it didn’t put anyone off, I think it’s about being fun and having jokes and all round just not giving a shit. 

I did work out all the time and dress well even when I struggled which I believe every man should do. It doesn’t take money to do either of those."
Charisma on command,BVYuMhjk58o,How To Flirt With A Girl Without Being Creepy,https://youtu.be/BVYuMhjk58o,Ugz1EvwIVrAtpTLd37p4AaABAg,@Eris_Norregard,2128,115,False,2018-09-16,5,General / Dating Struggle,"Girl speaking here - what we usually like are compliments on the part of our look we can influence, like our clothes or hairdo. Speaking from my own experience, girls are usually insecure about whether the guy is actually interested in us, or whether he just thinks we are psycically attractive. So ""by the way you have an interesting style, I really like that T-shirt"" is better compliment than just ""you are pretty"". 

The girl cannot choose how she looks like. I mean, sure, she can loose weight or go to gym, but still those are things she can influence only to some extent. And she cannot change how her face looks like, how tall she is and so on. However, she obviously decided what clothes to wear, or how to braid her hair or whatever - so when you make compliment on that, it means you are complimenting something she already likes about herself and put certain effort in. 
 
P.S. And for God's sake, never make ""compliments"" about particular body parts, apart from maybe ""you have beautiful eyes"". No compliments on boobs, butts, hips, belly or even legs. That just makes us feel like a piece of meat."
Todd V,FM9FgP8CJjE,"The Right Way To Get Into ""State""",https://youtu.be/FM9FgP8CJjE,UgwQv1RkzecCJCYd3iB4AaABAg.8ld6hmt4_6r8ldAiMY6Dn2,@Stealth797,13,0,True,2018-09-25,5,General / Dating Struggle,"Yup a lot of guys expend too much time, energy, and resources trying to chase that magical state instead of trying to get better at the SKILLSET.
 
- Trying to force yourself into state takes a lot of emotional energy and is inauthentic. You are trying to make yourself feel something you don’t actually feel.

- Once you start to improve your state you become outcome dependent on keeping that little glimmer alive. More emotional energy expended.

- You can frame yourself over the long term into a negative thought pattern of “I’m only successful when I’m in state” or in the short term of “I won’t approach this girl because I haven’t hit state yet”

- Girls can sense the inauthenticity if you’re trying to state leech from them, as with your wings. You can end up in destructive state wars with your wings until one or both of you crash (noobs should especially watch for this “value tap” behavior from more experienced players)

 - Game becomes much harder work than it ought to be. You are giving yourself an internal opponent to fight. It’s a fight that doesn’t need to happen.

Peak state is good. When you hit it, embrace it. But don’t try to manufacture it."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,UgzrrRG6TIghriP-URh4AaABAg,@BurningQuranDay,10,3,False,2018-08-08,5,Nice Guy / Approval-Seeking Pattern,"I really don't understand why the “Only bad guys get dates” myth is so popular. I am basically exactly what the Doc is describing about “nice guys”, I don't put enough effort in my appearance (getting a bit better at this though, please Doc that's a really good idea for an episode indeed :) ), I don't have swagger because I indeed am often afraid of doing something wrong, and this is even more true when trying to date,  and all that. And of course it made it very hard for me with regard to dating. But the thing is, I have friends! My male friends are not bad boys and especially not assholes, that never stopped them from having success at dating. My female friends had success at dating too, and their boyfriends/husbands aren't asshole either. Do people who buy into this myth only have friends that are also unsuccessful at dating?

Also there is some weird background noise in the video that made me fear my computer was malfunctioning ^^."
Charisma on command,8NalcOPBXvs,Women are easily attracted to men who have these habits,https://youtu.be/8NalcOPBXvs,Ugwg9uvw4Onc32S0GUN4AaABAg,@cortex7024,9,0,False,2021-11-08,5,General / Dating Struggle,"ive been doing this at work unintentionally lol. I do remember that when i first started my job, i wanted to make sure that i wasn't that weird quiet kid that no one wants or does talk to, like i am at school and at my last job. This time i wanted to be myself and actually talk to people and especially girls, since I'm chubby and dont have that giga chad look i knew that i had to actually express my real personality for people to like me so i started doing that and little by little people started warming up to me. Now I'm flirting with every girl at work and they all are flirting back. Im a completely different person at work than i am at school, i always wondered why no girls ever liked me at school and blamed it on everything but me not being myself."
Charisma on command,NzVrmGjsGWo,How To Spark Interest In Every Conversation,https://youtu.be/NzVrmGjsGWo,UgxExe552rT7a-tLq5V4AaABAg,@Okkara-q3b,9,0,False,2023-07-11,5,General / Dating Struggle,"🌸A WISE MAN ONCE SAID
1. Don’t call someone more than twice continuously. If they don’t pick up your call, presume they have something important to attend to;
2. Return money that you have borrowed even before the person that borrowed you remember or ask for it. It shows your integrity and character. Same goes with umbrellas, pens and lunch boxes.
3. Never order the expensive dish on the menu when someone is giving you a lunch/dinner.
4. Don’t ask awkward questions like ‘Oh so you aren’t married yet?’ Or ‘Don’t you have kids’ or ‘Why didn’t you buy a house?’ Or why don't you buy a car? For God’s sake it isn’t your problem;
5. Always open the door for the person coming behind you. It doesn’t matter if it is a guy or a girl, senior or junior. You don’t grow small by treating someone well in public;
6. If you take a taxi with a friend and he/she pays now, try paying next time;
7. Respect different shades of opinions. Remember what's 6 to you will appear 9 to someone facing you. Besides, second opinion is good for an alternative;
8. Never interrupt people talking. Allow them to pour it out. As they say, hear them all and filter them all;
9. If you tease someone, and they don’t seem to enjoy it, stop it and never do it again. It encourages one to do more and it shows how appreciative you're;
10. Say “thank you” when someone is helping you.
11. Praise publicly. Criticize privately;
12. There’s almost never a reason to comment on someone’s weight. Just say, “You look fantastic.” If they want to talk about losing weight, they will;
13. When someone shows you a photo on their phone, don’t swipe left or right. You never know what’s next;
14. If a colleague tells you they have a doctors' appointment, don’t ask what it’s for, just say ""I hope you’re okay"". Don’t put them in the uncomfortable position of having to tell you their personal illness. If they want you to know, they'll do so without your inquisitiveness;
15. Treat the cleaner with the same respect as the CEO. Nobody is impressed at how rude you can treat someone below you but people will notice if you treat them with respect;
16. If a person is speaking directly to you, staring at your phone is rude;
17. Never give advice until you’re asked;
18. When meeting someone after a long time, unless they want to talk about it, don’t ask them their age and salary;
19. Mind your business unless anything involves you directly - just stay out of it;
20. Remove your sunglasses if you are talking to anyone in the street. It is a sign of respect. Moreso, eye contact is as important as your speech; and
21. Never talk about your riches in the midst of the poor. Similarly, don't talk about your children in the midst of the barren."
Todd V,FM9FgP8CJjE,"The Right Way To Get Into ""State""",https://youtu.be/FM9FgP8CJjE,Ugz9kH-PX-k2RsziAp14AaABAg,@MrAhuraMazda,1,0,False,2018-12-22,5,General / Dating Struggle,"Success puts you in state. State is not the reason you were successful.

Here's the psychological problem. That night you went out and hooked up with a hottie, it felt so good. It put you in state. The feeling of accomplishment was so good and so strong that it created what's called a ""point of reference."" And you associated that feeling with that night, to the point you falsely believed the reason you succeeded was because of ""state."" Man, I was so on that night, I was so happy and energized blah blah blah. No you weren't. If you remembered, before you met that hottie you were pretty normal. The success put you into that euphoria. What actually got you the hottie was saying the right things in a way that was confident, indifferent, etc. But now you believe ""in order to have a night like that, I have to pump myself up to that state of elation and fun."" No. That feeling comes with success. What got you success was being chill, normal, displaying interest with being needy etc."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,UgwZ2k3yiF7qwx5vLyx4AaABAg,@AnotherCamilo,1,1,False,2018-09-04,5,Nice Guy / Approval-Seeking Pattern,"So, it was more simple than i thought. Just be like George Clooney, the only thing you will need are fame, millions of dollars and a good career in the movie industry, it's that easy.

Ok, seriously. I don't agree, it's not about being a bad or nice guy. Just don't be sorry for everything, stop worrying or overthinking about everything and be comfy of what you are, even if you are someone who dislikes taking showers. If somebody likes you, is gonna like you no matter what.

inb4: you only need 3 things: accept yourself, don't be an asshole and be open minded. If a girl doesn't like your personality it's not worth your time."
Todd V,iz9d4AV7WvA,The Art of Game Manifesto,https://youtu.be/iz9d4AV7WvA,UgwIjejhGZtMKPgnvPt4AaABAg,@theredninja2817,0,1,False,2019-07-14,5,General / Dating Struggle,I am a brand-new listener and fan of Todd v I was wondering why I like his videos and stuff so much and now he explained it which meant that he was locked in my subconscious and that's a bunch of mine just created a conscious awareness of the fact that I too I'm interested in sequencing and I believe that whatever it is that you're trying to seek out whether it's game seduction or any other type of Avenue in life business fitness Solon it's about the emotional response that you have personally to your specific study that will make you successful at your endeavor in life this is not for everybody it's just for me if other people agree then it's for them to in their own way but it's all based on your own way we're all different and the same in some ways and this really proves it makes me feel very confident and happy in my decision for listening when becoming a new student of Mister v
Todd V,FM9FgP8CJjE,"The Right Way To Get Into ""State""",https://youtu.be/FM9FgP8CJjE,UgxnbALjAEt_BaV_5lB4AaABAg.8ldOplGdvLb8ngBXv1xi2J,@LalramnunkimaCE--,0,0,True,2018-11-15,5,General / Dating Struggle,"Get in the gym, i was about a 100lbs at 6'feet, getting into the gym and committing changed my life."
Todd V,J_2WOOuf8kA,Why 97% of Men Descend into Low Value - Is This Happening to You Now?,https://youtu.be/J_2WOOuf8kA,UgzBZ78EXZO5q4t01H14AaABAg,@keithgraham9547,0,0,False,2021-08-17,5,General / Dating Struggle,"I'd like to add a few comments that I hope resonate with some of you young guys. Most of you will not follow up, but you COULD. The only thing holding you back is you.

You can ""add value"" by being a great follower. Everyone doesn't have to be a leader.

Most people are in that 97% Todd talks about because of your personality type. And most of that is because most people are mentally lazy. That's really difficult to overcome, but if you do some of these things  below, you can improve dramatically.

First, confidence comes from DOING and accomplishing. Read that sentence again.

So start doing. Start with stuff you like. And put away the stupid video games, you don't impress a yo e being a 44th level wizard king.

Go to the gym.
Go run.
Go ride a bike.
Take boxing or martial arts lessons.

If you are young and it fits you, join the military.

If you have a job, stop being a mental slacker. Decide to become the   best at what you do. If it's a waiter be the best waiter.

Decide to be the person other people notice positively, especially women. Be outstanding in ""customer service. ""

If a circle of people are making nasty unwarranted comments about someone, stop them or stand up for them.

Someone does something where they are embarrassed, go out of your way to put them at ease. Someone drops something,  help pick it up. 

Mow the yard for an elderly neighbor. Take lunch or dinner to a co-worker who is sick. 

DON'T EVER BE A PUSHOVER FOR ANYONE, AND DON'T BE A JERK FOR THE SAKE OF BEING A JERK.

Devlope some Elegance and panache. Dress one step better than expected for everything you do. Shine your shoes. Learn how to tie your own tie. Make your bed every morning. Wash the damn dishes. Learn to make a meal that isn't pizza or Taco Dung.

Now that you put away the video games, read something worthwhile. Read Westerns by Louis L'amour. Read actual histories, not PC crap.

Read magazines like Popular Mechanics.  Buy a drill and learn to use it. 

Since you have time, work a second job. If you learn about wine, go be a wine steward at a nice restaurant. Or go work someplace you learn something and develop skills. Or go take courses to learn more skills.

Sock away the money. As you gain confidence from accomplishing and have a pocket full of money, everyone will notice, especially girls. 

Be HIGHLY selective about women and choose...wisely."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,UgwvMEXrcfVG4iGzDTt4AaABAg,@theacematt2,0,0,False,2018-08-08,5,General / Dating Struggle,"Nice job with the ""call to action"" there at the end, and I hope the comment section flourishes as a result :) .

While generally not too much of an asshole, I've been all over the spectrum on this in the past decade or so. 

Something worth noting is the difficulty that comes into play when --- while paying attention to these cues, a relationship may turn from supportive and positive to codependent and abusive, which puts a damper on the self-assured nature that one might otherwise have, for fear of anything being interpreted the wrong way.

The above is a bit of projection, I'm aware 😅, but in the instance that it's not just a one-off scenario, some others may be stuck in a similar boat.

You do a good job with the production on these videos, and I thank you for that. Best wishes"
The diary of a CEO,nEMHNM0kLWQ,Dr K Reveals SHOCKING Relationships Truths,https://youtu.be/nEMHNM0kLWQ,UgzbiCSAgdmPbyBc04h4AaABAg.AO1XdoFDVGtAO8KuJzSXgC,@Alena-c1b3w,0,0,True,2025-10-11,5,Nice Guy / Approval-Seeking Pattern,"Psychologist Milan Studnička explained that men and women have the same problem ........ 

Men were raised to be more patient and soft and feminine, never break any rule since age 3.     But its healthy for boys to misbehave little bit Because they are Channeling Their  creative masculine side so its ok if a boy IS fighting in school with other boy, Because he IS learning to set the boundaries.......which helps him to become a man..... someone with skills ...Plus the father helps him to behave a bit better and be good person, who Protects both men and women........he IS taught by society and the School that its wrong to be a boy, to learn to set boundaries, he IS told his whole life that being a boy IS wrong,.....but we dont realise that children have to learn how to set boundaries ...... Because he was fighting with his friend at School, he IS judged fór being a boy.... But he feels no hatred toward the friend , he just learns hoe to set boundaries with other boys si afterwards They actually become best friends anyway, Because they are learning the skill........so growing Up these men become either very feminine men, not good marriage material ....or these men learn to dislike women, never listen any women.....Because most teachers are women.  .........Milan Studnička explained that women have the same problem.......... Little girls love to be friendly and love to follow rules.   Its build in Their DNA to be patient...to be soft and feminine and help other girls and collaborate with them...   But as they grow Up these ladies are taught by society , by parents or even in school that being  good girl IS not good enough ..they are taught.... That She only becomes successful If She IS strong, independent, never relying on someone else help ... Which means these ladies are taught to become masculine, strong, independent and sometimes resentful...... Even though when they were kids they loved to be feminine soft friendly with other girls or with friends, in childhood they followed Their inner insticts.......but as adults they learned that only way to be successful IS to be masculine and independent, not following Their greatest Power, which IS Their feminity and soft loving attitude......he noticed IT with his female clients, who got the love apreciation From family only if They became successful athletes .. and constantly proving Their srkfworth, which causes and depression in women too."
